name,manufacturer,price,speed,ramType,speedMHz,formFactor,moduleCount,capacityGBs,color,casLatency,firstWordLatency,voltage,isECC,isRegistered,hasHeatSpreader,URL
Lexar Ares RGB 16 GB,Lexar,N/A,DDR4-4000,DDR4,4000,DIMM,2,16,White,18,9,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/DNt9TW/lexar-ares-rgb-16-gb-2-x-8-gb-ddr4-4000-cl18-memory-ld4eu008g-r4000gdwa
Kingston Server Premier 32 GB,Kingston,N/A,DDR5-5600,DDR5,5600,DIMM,1,32,Green / Black,46,16.429,1.1,TRUE,FALSE,FALSE,https://pcpartpicker.com/product/qDn9TW/kingston-server-premier-32-gb-1-x-32-gb-ddr5-5600-cl46-memory-ksm56e46bd8km-32ha
Silicon Power SP016GBLFU320X02 16 GB,Silicon Power,$92.97 ,DDR4-3200,DDR4,3200,DIMM,1,16,N/A,22,13.75,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/f6C48d/silicon-power-sp016gblfu320x02-16-gb-1-x-16-gb-ddr4-3200-cl22-memory-sp016gblfu320x02
Patriot Viper Steel 8 GB,Patriot,$51.99+,DDR4-3200,DDR4,3200,DIMM,1,8,Silver / Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/QRQG3C/patriot-viper-steel-8-gb-1-x-8-gb-ddr4-3200-cl16-memory-pvs48g320c6
Kingston KVR16N11/8 8 GB,Kingston,$34.38+,DDR3-1600,DDR3,1600,DIMM,1,8,Green,11,13.75,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/m2PfrH/kingston-memory-kvr16n118
TEAMGROUP T-Force Dark Za 32 GB,TEAMGROUP,N/A,DDR4-3600,DDR4,3600,DIMM,2,32,Black / Silver,18,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/sfxbt6/teamgroup-t-force-dark-za-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tdzad432g3600hc18jdc01
Corsair Vengeance LPX 64 GB,Corsair,N/A,DDR4-4000,DDR4,4000,DIMM,2,64,Black / Yellow,18,9,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/FcFKHx/corsair-vengeance-lpx-64-gb-2-x-32-gb-ddr4-4000-cl18-memory-cmk64gx4m2z4000c18
Lexar THOR OC 32 GB,Lexar,N/A,DDR5-5600,DDR5,5600,DIMM,2,32,Black / Gold,36,12.857,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/mW7scf/lexar-thor-oc-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-ld5u16g56c36lg-rgd
Corsair Vengeance 32 GB,Corsair,N/A,DDR5-6000,DDR5,6000,DIMM,2,32,White / Gray,36,12,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Zgn9TW/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2d6000c36w
Mushkin Essentials 32 GB,Mushkin,N/A,DDR4-2133,DDR4,2133,DIMM,2,32,Black / Green,15,14.065,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/R3yxFT/mushkin-memory-mes4u213ff16g28x2
Samsung M393A2G40DB0-CPB 16 GB,Samsung,N/A,DDR4-2133,DDR4,2133,DIMM,1,16,Black / Green,15,14.065,1.2,TRUE,TRUE,FALSE,https://pcpartpicker.com/product/zXL7YJ/samsung-memory-m393a2g40db0cpb
ADATA XPG LANCER RGB 32 GB,ADATA,N/A,DDR5-5200,DDR5,5200,DIMM,2,32,Black,38,14.615,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/DThFf7/adata-xpg-lancer-rgb-32-gb-2-x-16-gb-ddr5-5200-cl38-memory-ax5u5200c3816g-dclarbk
Crucial CT51264BD160B 4 GB,Crucial,$12.26+,DDR3-1600,DDR3,1600,DIMM,1,4,Green,11,13.75,1.35,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/KQJwrH/crucial-memory-ct51264bd160b
V-Color TRA516G72S834O 128 GB,V-Color,N/A,DDR5-7200,DDR5,7200,DIMM,8,128,Black,34,9.444,1.4,TRUE,TRUE,FALSE,https://pcpartpicker.com/product/nMtLrH/v-color-tra516g72s834o-128-gb-8-x-16-gb-registered-ddr5-7200-cl34-memory-tra516g72s834o
G.Skill Ripjaws V 16 GB,G.Skill,N/A,DDR4-2400,DDR4,2400,DIMM,2,16,Black / Red,15,12.5,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/4vWrxr/gskill-memory-f42400c15d16gvr
Lexar Ares RGB 2nd Gen 32 GB,Lexar,N/A,DDR5-8000,DDR5,8000,DIMM,2,32,Black,38,9.5,1.45,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/6mDnTW/lexar-ares-rgb-2nd-gen-32-gb-2-x-16-gb-ddr5-8000-cl38-memory-ld5u16g80c38br-rgd
Patriot Venom RGB 64 GB,Patriot,$1144.31+,DDR5-6000,DDR5,6000,DIMM,2,64,Black,30,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/9FvD4D/patriot-venom-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-pvvr564g600c30k
Silicon Power SP016GBSVU560F02 16 GB,Silicon Power,$159.79 ,DDR5-5600,DDR5,5600,SODIMM,1,16,Black,46,16.429,1.1,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/HzwmP6/silicon-power-sp016gbsvu560f02-16-gb-1-x-16-gb-ddr5-5600-sodimm-cl46-memory-sp016gbsvu560f02
G.Skill Ripjaws S5 32 GB,G.Skill,$371.99 ,DDR5-6000,DDR5,6000,DIMM,2,32,White,32,10.667,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/9MWzK8/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-f5-6000j3238f16gx2-rs5w
Patriot Viper Elite 5 Ultra RGB 96 GB,Patriot,"$1,099.99 ",DDR5-6000,DDR5,6000,DIMM,2,96,Black,28,9.333,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/2B4Pxr/patriot-viper-elite-5-ultra-rgb-96-gb-2-x-48-gb-ddr5-6000-cl28-memory-veur596g6028k
G.Skill Ripjaws M5 Neo RGB 32 GB,G.Skill,N/A,DDR5-6000,DDR5,6000,DIMM,2,32,Black,30,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/YGfV3C/gskill-ripjaws-m5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3038f16gx2-rm5nrk
Corsair Vengeance 96 GB,Corsair,"$1,195.99 ",DDR5-6000,DDR5,6000,DIMM,4,96,Black,30,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/tbyH99/corsair-vengeance-96-gb-4-x-24-gb-ddr5-6000-cl30-memory-cmk96gx5m4b6000c30
G.Skill Trident Z5 RGB 48 GB,G.Skill,N/A,DDR5-6400,DDR5,6400,DIMM,2,48,Black,30,9.375,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Fnrp99/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-6400-cl30-memory-f5-6400j3039g24gx2-tz5rk
G.Skill Trident Z5 RGB 32 GB,G.Skill,N/A,DDR5-5600,DDR5,5600,DIMM,2,32,Silver / Black,36,12.857,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/9ZKKHx/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-f5-5600u3636c16gx2-tz5rs
Corsair Vengeance 32 GB,Corsair,N/A,DDR5-5600,DDR5,5600,DIMM,2,32,White,36,12.857,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/6bPQzy/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-cmk32gx5m2b5600c36w
Crucial Classic 16 GB,Crucial,N/A,DDR5-5200,DDR5,5200,DIMM,2,16,Black,42,16.154,1.1,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/sXYRsY/crucial-classic-16-gb-2-x-8-gb-ddr5-5200-cl42-memory-ct2k8g52c42u5
G.Skill Ripjaws V 32 GB,G.Skill,N/A,DDR4-3200,DDR4,3200,DIMM,1,32,Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/bnGnTW/gskill-ripjaws-v-32-gb-1-x-32-gb-ddr4-3200-memory-f4-3200c16s-32gvk
Biwin Black Opal DW100 RGB 32 GB,Biwin,N/A,DDR5-7200,DDR5,7200,DIMM,2,32,Black,34,9.444,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/mh3WGX/biwin-black-opal-dw100-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-b5dw100327234fr2g-cb005
Kingston FURY Renegade 32 GB,Kingston,N/A,DDR5-8000,DDR5,8000,DIMM,2,32,Silver / White,38,9.5,1.45,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/NYFmP6/kingston-fury-renegade-32-gb-2-x-16-gb-ddr5-8000-cl38-memory-kf580c38rwk2-32
G.Skill Trident Z5 RGB 64 GB,G.Skill,$699.99+,DDR5-6000,DDR5,6000,DIMM,2,64,White / Black,30,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/3c4Zxr/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-tz5rw
TEAMGROUP T-Create Expert 96 GB,TEAMGROUP,N/A,DDR5-6400,DDR5,6400,DIMM,2,96,White,32,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/cZkH99/teamgroup-t-create-expert-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-ctcwd596g6400hc32bdc01
G.Skill Ripjaws M5 RGB 64 GB,G.Skill,$709.99 ,DDR5-6000,DDR5,6000,DIMM,2,64,Black,30,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/6D9wrH/gskill-ripjaws-m5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-rm5rk
Kingston ValueRAM 8 GB,Kingston,$54.79+,DDR4-3200,DDR4,3200,DIMM,1,8,N/A,22,13.75,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/Zw9tt6/kingston-valueram-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-kvr32n22s68
Corsair ValueSelect 4 GB,Corsair,N/A,DDR4-2400,DDR4,2400,DIMM,1,4,Black,16,13.333,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/XdbwrH/corsair-valueselect-4gb-1-x-4gb-ddr4-2400-memory-cmv4gx4m1a2400c16
G.Skill Trident Z5 Royal Neo RGB 64 GB,G.Skill,N/A,DDR5-6000,DDR5,6000,DIMM,2,64,Gold,26,8.667,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/4vfV3C/gskill-trident-z5-royal-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl26-memory-f5-6000j2636g32gx2-tr5ng
Corsair Vengeance 48 GB,Corsair,$541.99 ,DDR5-5600,DDR5,5600,DIMM,2,48,Black,40,14.286,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/W6XV3C/corsair-vengeance-48-gb-2-x-24-gb-ddr5-5600-cl40-memory-cmk48gx5m2b5600c40
G.Skill Trident Z 32 GB,G.Skill,$429.99 ,DDR5-6000,DDR5,6000,DIMM,2,32,White / Black,30,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/QQmmP6/gskill-trident-z-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3040f16gx2-tz5s
Corsair Vengeance 64 GB,Corsair,$758.99 ,DDR5-5200,DDR5,5200,DIMM,2,64,Gray,40,15.385,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/JZ6p99/corsair-vengeance-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-cmk64gx5m2b5200z40
Corsair Vengeance RGB 64 GB,Corsair,$768.99 ,DDR5-5600,DDR5,5600,DIMM,2,64,Black / Gray,40,14.286,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/FVJgXL/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-5600-cl40-memory-cmh64gx5m2b5600z40k
Kingston FURY Renegade 32 GB,Kingston,N/A,DDR5-6000,DDR5,6000,DIMM,1,32,Silver / White,32,10.667,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/WJ4Zxr/kingston-fury-renegade-32-gb-1-x-32-gb-ddr5-6000-cl32-memory-kf560c32rw-32
TEAMGROUP T-Force Vulcan 64 GB,TEAMGROUP,N/A,DDR5-6400,DDR5,6400,DIMM,2,64,Black,34,10.625,1.3,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/d6xxFT/teamgroup-t-force-vulcan-64-gb-2-x-32-gb-ddr5-6400-cl34-memory-flbd564g6400hc34bdc01
G.Skill Trident Z5 Neo RGB 64 GB,G.Skill,$689.99 ,DDR5-6000,DDR5,6000,DIMM,2,64,Black / White,36,12,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/WTRnTW/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-tz5nrw
TEAMGROUP Elite Plus 32 GB,TEAMGROUP,N/A,DDR5-4800,DDR5,4800,DIMM,2,32,Black,40,16.667,1.1,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Hc92FT/teamgroup-elite-plus-32-gb-2-x-16-gb-ddr5-4800-cl40-memory-tpbd532g4800hc40dc01
Crucial CT2K4G4DFS8213 8 GB,Crucial,$57.79+,DDR4-2133,DDR4,2133,DIMM,2,8,Black / Green,15,14.065,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/vtXfrH/crucial-memory-ct2k4g4dfs8213
TEAMGROUP T-Force Vulcan Z 8 GB,TEAMGROUP,N/A,DDR4-3200,DDR4,3200,DIMM,1,8,Red,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/pTdxFT/team-t-force-vulcan-z-8-gb-1-x-8-gb-ddr4-3200-memory-tlzrd48g3200hc16c01
ADATA Premier 8 GB,ADATA,N/A,DDR4-2400,DDR4,2400,DIMM,1,8,Green,17,14.167,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/Vs8j4D/adata-premier-8gb-1-x-8gb-ddr4-2400-memory-ad4u240038g17-s
Kingston Fury Renegade RGB 32 GB,Kingston,N/A,DDR5-6800,DDR5,6800,DIMM,2,32,Silver / Black,36,10.588,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/r8Fbt6/kingston-fury-renegade-rgb-32-gb-2-x-16-gb-ddr5-6800-cl36-memory-kf568c36rsak2-32
Corsair Vengeance RGB Pro SL 32 GB,Corsair,$216.99 ,DDR4-3200,DDR4,3200,DIMM,4,32,White / Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/zMfFf7/corsair-vengeance-rgb-pro-sl-32-gb-4-x-8-gb-ddr4-3200-cl16-memory-cmh32gx4m4e3200c16w
G.Skill Trident Z Neo 32 GB,G.Skill,N/A,DDR4-3200,DDR4,3200,DIMM,2,32,Silver / Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/RLDkcf/gskill-trident-z-neo-32-gb-2-x-16-gb-ddr4-3200-memory-f4-3200c16d-32gtzn
G.Skill Trident Z Neo 16 GB,G.Skill,$109.93+,DDR4-3200,DDR4,3200,DIMM,2,16,Silver / Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/V29tt6/gskill-trident-z-neo-16-gb-2-x-8-gb-ddr4-3200-memory-f4-3200c16d-16gtzn
Corsair Vengeance LPX 64 GB,Corsair,$340.99 ,DDR4-2400,DDR4,2400,DIMM,4,64,Black / Yellow,14,11.667,1.2,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/zfPzK8/corsair-memory-cmk64gx4m4a2400c14
PNY XLR8 Gaming MAKO EPIC-X RGB 32 GB,PNY,N/A,DDR5-6000,DDR5,6000,DIMM,2,32,Black,40,13.333,1.3,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/hfbRsY/pny-xlr8-gaming-maki-epic-x-rgb-32-gb-2-x-16-gb-ddr5-6000-cl40-memory-md32gk2d5600040mxrgb
ADATA AD5U480016G-DT 32 GB,ADATA,N/A,DDR5-4800,DDR5,4800,DIMM,2,32,Black,40,16.667,1.1,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/Xrnypg/adata-ad5u480016g-dt-32-gb-2-x-16-gb-ddr5-4800-cl40-memory-ad5u480016g-dt
G.Skill Trident Z Royal 64 GB,G.Skill,N/A,DDR4-3600,DDR4,3600,DIMM,2,64,Silver,16,8.889,1.45,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/rZVG3C/gskill-trident-z-royal-64-gb-2-x-32-gb-ddr4-3600-cl16-memory-f4-3600c16d-64gtrs
Crucial CT51264BF160B 4 GB,Crucial,$15.00+,DDR3-1600,DDR3,1600,SODIMM,1,4,Black / Green,11,13.75,1.35,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/fwLypg/crucial-memory-ct51264bf160b
ADATA XPG GAMMIX D10 8 GB,ADATA,N/A,DDR4-3200,DDR4,3200,DIMM,1,8,Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/sPdG3C/adata-xpg-gammix-d10-8-gb-1-x-8-gb-ddr4-3200-cl16-memory-ax4u32008g16a-sb10
G.Skill Ripjaws V 64 GB,G.Skill,N/A,DDR4-3600,DDR4,3600,DIMM,4,64,Red / Black,19,10.556,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/sMMwrH/gskill-ripjaws-v-64gb-4-x-16gb-ddr4-3600-memory-f4-3600c19q-64gvrb
Kingston FURY Beast 16 GB,Kingston,N/A,DDR5-6000,DDR5,6000,DIMM,1,16,White,30,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/PYjRsY/kingston-fury-beast-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-kf560c30bwe-16
TEAMGROUP T-Force Vulcan Z 16 GB,TEAMGROUP,N/A,DDR4-3200,DDR4,3200,DIMM,2,16,Red,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/JmyV3C/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3200-memory-tlzrd416g3200hc16cdc01
G.Skill Value 8 GB,G.Skill,N/A,DDR3-1600,DDR3,1600,DIMM,1,8,Black,11,13.75,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/4sDwrH/gskill-memory-f31600c11s8gnt
Thermaltake TOUGHRAM RGB 16 GB,Thermaltake,$240.07+,DDR4-3600,DDR4,3600,DIMM,2,16,Black / Silver,18,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/fcgQzy/thermaltake-toughram-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-r009d408gx2-3600c18b
Klevv BOLT V 32 GB,Klevv,N/A,DDR5-6000,DDR5,6000,DIMM,2,32,White,30,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/MgqNnQ/klevv-bolt-v-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kd5agua80-60a300i
Corsair Vengeance RGB 64 GB,Corsair,$756.99 ,DDR5-5200,DDR5,5200,DIMM,2,64,Black / Gray,40,15.385,1.25,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/J2XJ7P/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-cmh64gx5m2b5200c40
TEAMGROUP T-Force Delta RGB 48 GB,TEAMGROUP,$477.99 ,DDR5-6400,DDR5,6400,DIMM,2,48,White,32,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/MqxxFT/teamgroup-t-force-delta-rgb-48-gb-2-x-24-gb-ddr5-6400-cl32-memory-ff4d548g6400hc32adc01
Corsair Vengeance 48 GB,Corsair,$585.99 ,DDR5-6400,DDR5,6400,DIMM,2,48,Black / Gray,36,11.25,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/vz7scf/corsair-vengeance-48-gb-2-x-24-gb-ddr5-6400-cl36-memory-cmk48gx5m2b6400c36
G.Skill Aegis 5 32 GB,G.Skill,$911.38+,DDR5-5600,DDR5,5600,DIMM,2,32,Black / Red,36,12.857,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/2gNscf/gskill-aegis-5-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-f5-5600j3636c16gx2-is
G.Skill Trident Z5 Royal Neo 96 GB,G.Skill,N/A,DDR5-6000,DDR5,6000,DIMM,2,96,Silver,30,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/Cnrp99/gskill-trident-z5-royal-neo-96-gb-2-x-48-gb-ddr5-6000-cl30-memory-f5-6000j3036f48gx2-tr5ns
Corsair Vengeance 64 GB,Corsair,$883.99 ,DDR5-6000,DDR5,6000,DIMM,2,64,Gray,28,9.333,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/7qy8TW/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl28-memory-cmk64gx5m2b6000z28
G.Skill Trident Z5 RGB 32 GB,G.Skill,$449.99 ,DDR5-8000,DDR5,8000,DIMM,2,32,Black,38,9.5,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/fc7MnQ/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-8000-cl38-memory-f5-8000j3848g16gx2-tz5rk
Corsair ValueSelect 16 GB,Corsair,$82.99 ,DDR4-2133,DDR4,2133,DIMM,1,16,Black,15,14.065,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/gkX2FT/corsair-memory-cmv16gx4m1a2133c15
TEAMGROUP T-Create Master 64 GB,TEAMGROUP,$509.99 ,DDR5-6800,DDR5,6800,DIMM,4,64,Black,34,10,1.4,TRUE,TRUE,TRUE,https://pcpartpicker.com/product/Pg7scf/teamgroup-t-create-master-64-gb-4-x-16-gb-registered-ddr5-6800-cl34-memory-ctcmd564g6800hc34bqc01
G.Skill Aegis 16 GB,G.Skill,N/A,DDR4-2133,DDR4,2133,DIMM,2,16,Black / Red,15,14.065,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/bRvZxr/gskill-aegis-16-gb-2-x-8-gb-ddr4-2133-cl15-memory-f4-2133c15d-16gis
Kingston ValueRAM 1 GB,Kingston,$24.78+,DDR3-1333,DDR3,1333,DIMM,1,1,Green,9,13.503,1.5,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/wt2kcf/kingston-memory-kvr1333d3n91g
ADATA XPG Z1 16 GB,ADATA,N/A,DDR4-3200,DDR4,3200,DIMM,2,16,Red,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/qhfnTW/adata-xpg-z1-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ax4u320038g16a-dsz1
Kingston Fury Renegade RGB 32 GB,Kingston,N/A,DDR5-6400,DDR5,6400,DIMM,1,32,Silver / Black,32,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/PQWJ7P/kingston-fury-renegade-rgb-32-gb-1-x-32-gb-ddr5-6400-cl32-memory-kf564c32rsa-32
G.Skill Flare X5 32 GB,G.Skill,N/A,DDR5-5200,DDR5,5200,DIMM,2,32,Black / White,36,13.846,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/JsqPxr/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-5200-cl36-memory-f5-5200j3636c16gx2-fx5
Corsair Dominator Titanium 48 GB,Corsair,$647.99 ,DDR5-7000,DDR5,7000,DIMM,2,48,Black,36,10.286,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/RZqrxr/corsair-dominator-titanium-48-gb-2-x-24-gb-ddr5-7000-cl36-memory-cmp48gx5m2b7000c36
Biwin Black Opal HX100 32 GB,Biwin,N/A,DDR5-6000,DDR5,6000,DIMM,2,32,Black,30,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/YYNscf/biwin-black-opal-hx100-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-b5hx100326030er2g-bb001
G.Skill Flare X5 96 GB,G.Skill,$929.99 ,DDR5-5200,DDR5,5200,DIMM,2,96,Black,40,15.385,1.1,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/rYkH99/gskill-flare-x5-96-gb-2-x-48-gb-ddr5-5200-cl40-memory-f5-5200j4040a48gx2-fx5
G.Skill Trident Z5 32 GB,G.Skill,$429.99 ,DDR5-6000,DDR5,6000,DIMM,2,32,Black,30,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/qGgFf7/gskill-trident-z5-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3040f16gx2-tz5k
Corsair Vengeance RGB Pro SL 16 GB,Corsair,$125.99 ,DDR4-3600,DDR4,3600,DIMM,2,16,White / Black,18,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/NNLwrH/corsair-vengeance-rgb-pro-sl-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-cmh16gx4m2d3600c18w
TEAMGROUP T-Create Expert 48 GB,TEAMGROUP,$499.99 ,DDR5-7200,DDR5,7200,DIMM,2,48,White,34,9.444,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/mGJp99/teamgroup-t-create-expert-48-gb-2-x-24-gb-ddr5-7200-cl34-memory-ctcwd548g7200hc34adc01
Kingston Fury Beast RGB Special Edition 16 GB,Kingston,N/A,DDR4-3600,DDR4,3600,DIMM,2,16,White,17,9.444,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/sLC48d/kingston-fury-beast-rgb-special-edition-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-kf436c17bwak216
Kingston ValueRAM 8 GB,Kingston,$47.28+,DDR4-2666,DDR4,2666,DIMM,1,8,Green,19,14.254,1.2,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/MKfFf7/kingston-valueram-8-gb-1-x-8-gb-ddr4-2666-cl19-memory-kvr26n19s68
Corsair Vengeance LPX 32 GB,Corsair,$218.99 ,DDR4-3200,DDR4,3200,DIMM,4,32,Black / Yellow,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/TXRzK8/corsair-vengeance-lpx-32gb-4-x-8gb-ddr4-3200-memory-cmk32gx4m4b3200c16
G.Skill Trident Z5 Royal 64 GB,G.Skill,N/A,DDR5-6800,DDR5,6800,DIMM,2,64,Silver,34,10,1.4,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/PdcBD3/gskill-trident-z5-royal-64-gb-2-x-32-gb-ddr5-6800-cl34-memory-f5-6800j3445g32gx2-tr5s
G.Skill Trident Z RGB 32 GB,G.Skill,N/A,DDR4-3200,DDR4,3200,DIMM,2,32,Black,14,8.75,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/WtjWGX/gskill-tridentz-rgb-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c14d-32gtzr
G.Skill Ripjaws V 32 GB,G.Skill,N/A,DDR4-3200,DDR4,3200,DIMM,4,32,Black,16,10,1.35,FALSE,FALSE,TRUE,https://pcpartpicker.com/product/7cqbt6/gskill-memory-f43200c16q32gvkb
SK Hynix HMT351U7BFR8A-H9 4 GB,SK Hynix,N/A,DDR3-1333,DDR3,1333,DIMM,1,4,Blue / Black,9,13.503,1.35,FALSE,FALSE,FALSE,https://pcpartpicker.com/product/yt97YJ/sk-hynix-4gb-1-x-4gb-ddr3-1333-memory-hmt351u7bfr8a-h9
